"character","age_m_valar","age_f_valar","nr_m_valar","nr_f_valar","nr_m_conc","nr_f_conc","m_valar_users","f_valar_users","valence","arousal","dominance","concreteness","imageability","significance","origin","valence_m","arousal_m","dominance_m","concreteness_m","imageability_m","significance_m","origin_m","valence_f","arousal_f","dominance_f","concreteness_f","imageability_f","significance_f","origin_f","tones"
"盼","30.125","30.2777777777778","16","18","15","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.80555555555556","5.5","4.58333333333333","5.83333333333333","4.75","5.08333333333333","3.66666666666667","5.8125","5.3125","4.625","6.06666666666667","4.13333333333333","5.06666666666667","4.06666666666667","5.77777777777778","5.5","4.38888888888889","6.15789473684211","5.63157894736842","5.52631578947368","3.63157894736842","2"
"跳","30.125","30.2777777777778","16","18","16","18","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.58333333333333","5.94444444444444","5.75","4.29411764705882","6.73529411764706","4.52941176470588","5.91176470588235","5","5.8125","5.5625","4.5625","6.0625","4.4375","6","6","6.11111111111111","5.88888888888889","4.05555555555556","7.33333333333333","4.61111111111111","5.83333333333333","4"
"抢","30.125","30.2777777777778","16","18","16","18","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","2.73529411764706","6.76470588235294","5.44117647058824","4.91176470588235","5.70588235294118","5.29411764705882","4.97058823529412","2.8125","6.5","5.5","5.8125","4.9375","5.0625","4.875","2.66666666666667","7","5.38888888888889","4.11111111111111","6.38888888888889","5.5","5.05555555555556","1"
"聚","30.125","30.2777777777778","16","18","16","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","6","5.73529411764706","5.41176470588235","5.31428571428571","5.54285714285714","4.97142857142857","5.11428571428571","5.5625","5.5625","5.5625","5.6875","4.25","4.6875","5.3125","6.38888888888889","5.88888888888889","5.27777777777778","5","6.63157894736842","5.21052631578947","4.94736842105263","4"
"融","30.125","30.2777777777778","16","18","17","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.71428571428571","4.82857142857143","4.97142857142857","6.47222222222222","4.27777777777778","4.86111111111111","5.41666666666667","5.375","4.625","5.0625","6.29411764705882","3.58823529411765","4.47058823529412","5.41176470588235","5.88888888888889","4.83333333333333","4.72222222222222","6.63157894736842","4.89473684210526","5.21052631578947","5.42105263157895","2"
"卿","30.9333333333333","30.2777777777778","15","18","16","18","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.85294117647059","4.35294117647059","4.79411764705882","6.25714285714286","3.68571428571429","4.51428571428571","5.37142857142857","5.46666666666667","4.26666666666667","4.93333333333333","6.125","3.5625","4.5625","5.8125","6.22222222222222","4.38888888888889","4.66666666666667","6.5","3.61111111111111","4.55555555555556","5.11111111111111","1"
"欺","30.9333333333333","30.2777777777778","15","18","15","19","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","2.94117647058824","5.94117647058824","4.61764705882353","6.20588235294118","5.20588235294118","5.26470588235294","4","3.46666666666667","5.6","5.53333333333333","6.46666666666667","4.66666666666667","4.66666666666667","4.06666666666667","2.5","6.16666666666667","3.94444444444444","6","5.63157894736842","5.73684210526316","3.94736842105263","1"
"措","30.125","30.2777777777778","16","18","16","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.73529411764706","4.02941176470588","4.88235294117647","7","3","4.19444444444444","6.33333333333333","4.6875","4.25","5.3125","7.0625","2.75","3.875","6.375","4.77777777777778","3.83333333333333","4.5","7.26315789473684","3.31578947368421","4.63157894736842","6.57894736842105","4"
"肝","30.9333333333333","30.2777777777778","15","18","17","19","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.15151515151515","4","4.90909090909091","2.05555555555556","7.36111111111111","6.19444444444444","6.38888888888889","4.93333333333333","4.2","4.73333333333333","2.05882352941176","7.23529411764706","6.94117647058824","6.64705882352941","5.33333333333333","3.83333333333333","5.05555555555556","2.05263157894737","7.47368421052632","5.52631578947368","6.15789473684211","1"
"宋","30.125","30.2777777777778","16","18","17","18","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.44117647058824","4.02941176470588","4.94117647058824","6.44444444444444","2.97222222222222","3.33333333333333","6.22222222222222","5.1875","4.0625","5.0625","5.82352941176471","2.94117647058824","3.23529411764706","6.70588235294118","5.66666666666667","4","4.83333333333333","7.33333333333333","3.11111111111111","3.55555555555556","6.05555555555556","4"
"潜","30.125","30.2777777777778","16","18","17","20","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.97058823529412","4.29411764705882","5.02941176470588","6.13513513513514","4.54054054054054","4.05405405405405","6.13513513513514","4.625","3.875","5","6.52941176470588","3.76470588235294","3.88235294117647","6.05882352941176","5.27777777777778","4.66666666666667","5.05555555555556","5.8","5.2","4.2","6.2","2"
"丑","30.125","30.2777777777778","16","18","16","18","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","2.79411764705882","5.67647058823529","4.35294117647059","6.31428571428571","6.11428571428571","4.82857142857143","4","3.0625","5.4375","5","6.25","5.4375","4.5625","4.1875","2.55555555555556","5.88888888888889","3.77777777777778","6.22222222222222","6.88888888888889","5.05555555555556","3.66666666666667","3"
"址","30.125","30.2777777777778","16","18","17","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.02857142857143","3.97142857142857","4.77142857142857","4.86111111111111","4.72222222222222","4.72222222222222","6.72222222222222","4.9375","3.75","4.875","5.35294117647059","4.05882352941176","4.35294117647059","7.17647058823529","5.11111111111111","4","4.66666666666667","4.42105263157895","5.31578947368421","5.05263157894737","6.31578947368421","3"
"锁","30.9333333333333","30.2777777777778","15","18","16","19","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.42424242424242","5","4.72727272727273","2.77777777777778","7.02777777777778","5.19444444444444","6.61111111111111","4.26666666666667","4.6","4.73333333333333","2.9375","7","5.625","6.6875","4.55555555555556","5.33333333333333","4.72222222222222","2.73684210526316","7.36842105263158","5.05263157894737","6.84210526315789","3"
"戴","30.9333333333333","30.2777777777778","15","18","16","18","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","5.39393939393939","4.12121212121212","5.24242424242424","5.31428571428571","5.17142857142857","3.85714285714286","6.34285714285714","5.06666666666667","4.33333333333333","5.4","5.8125","4.5","3.6875","7.0625","5.66666666666667","3.94444444444444","5.11111111111111","5.11111111111111","6","4.16666666666667","6","4"
"囊","30.125","30.2777777777778","16","18","16","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.71428571428571","4.42857142857143","4.4","3.88888888888889","5.83333333333333","3.80555555555556","6.19444444444444","4.75","4.6875","4.5","3.8125","5.9375","3.9375","6.5625","4.72222222222222","4.16666666666667","4.33333333333333","4.10526315789474","6","3.84210526315789","6.15789473684211","1"
"避","30.9333333333333","30.2777777777778","15","18","17","19","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.09090909090909","5.03030303030303","4.54545454545455","5.63157894736842","4.63157894736842","5.10526315789474","5.28947368421053","4.4","5","4.6","6.64705882352941","4.17647058823529","5.23529411764706","5.76470588235294","3.83333333333333","5.05555555555556","4.5","4.78947368421053","5.42105263157895","5.31578947368421","5","4"
"尊","30.9333333333333","30.2777777777778","15","18","16","19","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","6.67647058823529","5.64705882352941","5.52941176470588","7.02777777777778","4.47222222222222","5.69444444444444","4.36111111111111","6.06666666666667","5","5.53333333333333","6.75","3.75","5.5","4.4375","7.05555555555556","6","5.33333333333333","7.57894736842105","5.26315789473684","6.10526315789474","4.47368421052632","1"
"衰","30.125","30.2777777777778","16","18","15","19","1002,tr-1020,1602,tr-1025,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","2.47058823529412","5.97058823529412","3.97058823529412","6.94117647058824","4.35294117647059","5.11764705882353","3.94117647058824","2.6875","5.375","4.25","6.73333333333333","3.4","4.8","4.46666666666667","2.27777777777778","6.5","3.72222222222222","7.10526315789474","5.10526315789474","5.36842105263158","3.52631578947368","1"
"扫","30.9333333333333","30.2777777777778","15","18","16","18","1002,tr-1020,1602,tr-1025,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000010","tr-1026,1603,3401,tr-3400,7000,tr-3001,550,3003,tr-8000,10034,10030,10029,10028,tr-10033,20008,20010,1000002,10000000000","4.85294117647059","4.38235294117647","4.97058823529412","4.05882352941176","6.17647058823529","4.5","6.17647058823529","4.53333333333333","4.6","4.6","4.4375","5.1875","5.0625","6","5.11111111111111","4.16666666666667","5.16666666666667","3.72222222222222","7.05555555555556","4","6.33333333333333","3"
"锦","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20008,20010,20010,1000002","6.08571428571429","5.17142857142857","5.65714285714286","5.36363636363636","4.78787878787879","4.63636363636364","5.39393939393939","5.41176470588235","5.17647058823529","5.41176470588235","6.4","4.33333333333333","4.73333333333333","5.8","6.58823529411765","4.94117647058824","5.70588235294118","4.70588235294118","5.41176470588235","4.76470588235294","5.29411764705882","3"
"腿","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","5.2","4.45714285714286","4.94285714285714","2","7.48484848484848","6.27272727272727","6.54545454545455","5.23529411764706","4.88235294117647","5.05882352941176","2.66666666666667","7","6.73333333333333","6.93333333333333","5.17647058823529","3.94117647058824","4.82352941176471","1.47058823529412","8.29411764705882","6.17647058823529","6.52941176470588","3"
"壳","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","4.85294117647059","4.02941176470588","4.79411764705882","3.1875","7.0625","4.96875","6.5625","4.35294117647059","4.41176470588235","4.70588235294118","4","6.6","5","6.73333333333333","5.35294117647059","3.64705882352941","4.88235294117647","2.47058823529412","7.47058823529412","4.94117647058824","6.41176470588235","2"
"鹰","31.2352941176471","30","17","16","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20008,20010,1000002","5.32352941176471","5.29411764705882","5.5","1.88235294117647","7.91176470588235","5.55882352941176","6.79411764705882","5.17647058823529","5.70588235294118","5.35294117647059","2.3125","7.1875","6.1875","6.9375","5.5","4.625","5.625","1.52941176470588","8.52941176470588","4.82352941176471","6.52941176470588","1"
"宏","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20008,20010,20010,1000002","6.41176470588235","5.47058823529412","5.67647058823529","6.8125","4.03125","5.09375","5.6875","5.88235294117647","5.52941176470588","5.64705882352941","6.93333333333333","3.6","5.13333333333333","5.4","6.94117647058824","5.41176470588235","5.70588235294118","6.70588235294118","4.41176470588235","5.05882352941176","5.94117647058824","2"
"踪","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","4.68571428571429","4.37142857142857","4.68571428571429","5.625","4.59375","4.6875","6.0625","4.58823529411765","4.35294117647059","4.58823529411765","6.06666666666667","4.2","4.8","6.06666666666667","4.77777777777778","4.38888888888889","4.77777777777778","5.23529411764706","4.94117647058824","4.58823529411765","6.05882352941176","1"
"帕","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5.16666666666667","3.86111111111111","4.77777777777778","4.93939393939394","4.72727272727273","3.87878787878788","6.54545454545455","5.05882352941176","4.05882352941176","5.11764705882353","6","3.625","3.8125","6.875","5.27777777777778","3.77777777777778","4.44444444444444","3.94117647058824","5.76470588235294","3.94117647058824","6.23529411764706","4"
"睡","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","5.58823529411765","3.85294117647059","4.44117647058824","4.125","7.25","6.90625","5.28125","5.35294117647059","3.94117647058824","4.47058823529412","5.06666666666667","6.33333333333333","6.86666666666667","5.13333333333333","5.82352941176471","3.76470588235294","4.41176470588235","3.29411764705882","8.05882352941176","6.94117647058824","5.41176470588235","4"
"醉","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","3.71428571428571","6.2","3.8","5.48484848484848","6.06060606060606","5.03030303030303","4.24242424242424","3.70588235294118","5.47058823529412","4","6","4.9375","4.875","3.5","3.72222222222222","6.88888888888889","3.61111111111111","5","7.11764705882353","5.17647058823529","4.94117647058824","4"
"酸","31.2352941176471","30","17","16","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20008,20010,1000002","4.44117647058824","5.61764705882353","4.64705882352941","5.71875","6.21875","4.71875","5.0625","4.23529411764706","5.17647058823529","4.11764705882353","5.93333333333333","5.4","4.93333333333333","5.2","4.875","5.875","5","5.52941176470588","6.94117647058824","4.52941176470588","4.94117647058824","1"
"惩","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","3.20588235294118","6.17647058823529","4.64705882352941","5.71875","4.96875","5.1875","4.96875","3.70588235294118","5.94117647058824","4.58823529411765","6.2","4.53333333333333","5","5.26666666666667","2.70588235294118","6.41176470588235","4.70588235294118","5.29411764705882","5.35294117647059","5.35294117647059","4.70588235294118","2"
"饭","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20008,20010,20010,1000002","6","5.23529411764706","4.76470588235294","2.15151515151515","7.78787878787879","6.93939393939394","6.12121212121212","5.64705882352941","4.88235294117647","4.94117647058824","2.73333333333333","7.4","7.2","6.06666666666667","6.35294117647059","5.58823529411765","4.58823529411765","1.70588235294118","8.52941176470588","7.05882352941176","6.47058823529412","4"
"迟","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","3.05555555555556","5.5","4.86111111111111","6.125","5.6875","5.03125","5.96875","3.35294117647059","4.94117647058824","4.64705882352941","6.33333333333333","5.06666666666667","4.53333333333333","5.86666666666667","2.88888888888889","5.83333333333333","5.11111111111111","5.94117647058824","6.23529411764706","5.47058823529412","6.05882352941176","2"
"哦","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5","3.66666666666667","4.66666666666667","7.11764705882353","3.14705882352941","3.29411764705882","4.5","4.58823529411765","4.23529411764706","4.64705882352941","7.2","2.93333333333333","3.2","5.06666666666667","5.5","2.94444444444444","4.66666666666667","7.52941176470588","3.35294117647059","3.41176470588235","4.17647058823529","2"
"赤","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","4.97142857142857","5.14285714285714","4.97142857142857","4.64705882352941","5.76470588235294","4.35294117647059","6.02941176470588","4.94117647058824","5.05882352941176","5.35294117647059","5.06666666666667","5.66666666666667","4.93333333333333","6.66666666666667","5.05882352941176","5.11764705882353","4.70588235294118","4.70588235294118","6.41176470588235","4.23529411764706","6.05882352941176","4"
"爵","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","6.14285714285714","4.88571428571429","5.91428571428571","5.1875","5.03125","4.75","5.9375","5.35294117647059","4.41176470588235","5.35294117647059","5.2","5.2","5","6.4","6.88888888888889","5.33333333333333","6.44444444444444","5.17647058823529","4.88235294117647","4.52941176470588","5.52941176470588","2"
"寂","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","3.63888888888889","4.97222222222222","4.05555555555556","6.81818181818182","4.75757575757576","5.06060606060606","3.63636363636364","4.11764705882353","4.23529411764706","4.47058823529412","6.625","4.125","5.375","4.1875","3.33333333333333","5.44444444444444","3.55555555555556","7","5.35294117647059","4.76470588235294","3.11764705882353","4"
"怜","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","3.65714285714286","5.11428571428571","4.57142857142857","7.24242424242424","4.75757575757576","4.78787878787879","3.33333333333333","3.88235294117647","4.94117647058824","4.17647058823529","7.06666666666667","4.26666666666667","5.06666666666667","3.73333333333333","3.44444444444444","5.27777777777778","4.94444444444444","7.52941176470588","5.11764705882353","4.58823529411765","3","2"
"迈","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5.36111111111111","4.72222222222222","5.19444444444444","5.88571428571429","4.28571428571429","4.22857142857143","5.68571428571429","4.82352941176471","4.76470588235294","4.94117647058824","6.9375","3.75","4.4375","5.9375","5.88888888888889","4.66666666666667","5.38888888888889","5.47058823529412","5.17647058823529","4.41176470588235","6","4"
"睁","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5.28571428571429","4.42857142857143","4.91428571428571","4.81818181818182","5.75757575757576","4.60606060606061","6.12121212121212","5.17647058823529","4.41176470588235","4.70588235294118","5.6875","4.9375","4.5625","6.125","5.38888888888889","4.44444444444444","5.11111111111111","4","6.52941176470588","4.64705882352941","6.11764705882353","1"
"拖","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","3.76470588235294","5.17647058823529","4.88235294117647","5","5.46875","4.40625","6.03125","3.94117647058824","5.11764705882353","4.70588235294118","6.13333333333333","4.93333333333333","4.46666666666667","5.93333333333333","3.58823529411765","5.23529411764706","5.05882352941176","4","5.94117647058824","4.35294117647059","6.11764705882353","3"
"冈","31.2352941176471","29.5555555555556","17","18","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5.08571428571429","3.88571428571429","4.77142857142857","6.40625","3.78125","4.15625","6.4375","4.64705882352941","3.94117647058824","4.76470588235294","7.2","3.4","3.6","6.4","5.5","3.83333333333333","4.77777777777778","5.70588235294118","4.11764705882353","4.64705882352941","6.47058823529412","1"
"旨","31.2352941176471","29.5555555555556","17","18","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,20010,1000002","5.52777777777778","5.08333333333333","5.69444444444444","5.47058823529412","4.35294117647059","4.76470588235294","6.14705882352941","5.52941176470588","5.17647058823529","5.58823529411765","5.8125","3.75","4.9375","6.125","5.38888888888889","4.83333333333333","5.83333333333333","5.41176470588235","5.11764705882353","4.82352941176471","6.47058823529412","3"
"替","31.2352941176471","29.7647058823529","17","17","16","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","4.97058823529412","4.29411764705882","4.61764705882353","6.23529411764706","3.76470588235294","4.73529411764706","6.38235294117647","5.05882352941176","4.11764705882353","4.70588235294118","6.6875","3.6875","4.875","7","4.88235294117647","4.47058823529412","4.52941176470588","6.11764705882353","4","4.82352941176471","6.11764705882353","4"
"邻","31.2352941176471","29.7647058823529","17","17","15","17","1002,tr-1020,1602,3401,7001,3005,3000,10027,10032,1100,20011,20012,30000,tr-1000001,10000000000,10000000008,10000000203","tr-1026,1603,7000,550,tr-3001,tr-3400,3003,10034,10034,10030,10028,10029,tr-10033,20010,20008,20010,1000002","5.41176470588235","4.23529411764706","4.94117647058824","4.48484848484848","5.75757575757576","4.81818181818182","5.78787878787879","5.11764705882353","4.29411764705882","5.17647058823529","5.46666666666667","5.53333333333333","5.2","6.06666666666667","5.70588235294118","4.17647058823529","4.70588235294118","3.82352941176471","6.23529411764706","4.70588235294118","5.82352941176471","2"
